"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19831","Expense Types","chromium","2026-05-29","passed","2026-05-29","Expenses claim Tests","Expenses claim/claim.spec.js","",""
"","29875","Search employee by name","firefox","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","17640","Search employee with empty data","webkit","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","25265","Checking the name of the hiring manager","webkit","2026-05-29","passed","2026-05-29","Vacancies Tests","Recruitment/Vacancies.spec.js","",""
"","29385","Verify Candidates tab","chromium","2026-05-29","passed","2026-05-29","Recruitment Tests","Recruitment/recruitment.spec.js","",""
"","17380","Employees on Leave Today","webkit","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","17862","Employment Status","chromium","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/job.spec.js","",""
"","11701","Verify employee search field visible","webkit","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","9900","Logout Functionality","chromium","2026-05-29","passed","2026-05-29","OrangeHRM Logout Module","Authentication/logout.spec.js","",""
"","6897","Prevent access to dashboard without login","firefox","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","14930","Reset employee search fields","webkit","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","20669","Employment Status","webkit","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/job.spec.js","",""
"","28450","Memberships","webkit","2026-05-29","passed","2026-05-29","profile Tests","Profile/myinfo.spec.js","",""
"","23419","Dependents","firefox","2026-05-29","passed","2026-05-29","profile Tests","Profile/myinfo.spec.js","",""
"","29515","Verify Vacancies tab","chromium","2026-05-29","passed","2026-05-29","Recruitment Tests","Recruitment/recruitment.spec.js","",""
"","26594","Add employee successfully","webkit","2026-05-29","passed","2026-05-29","PIM - Add Employee","PIM/addEmployee.spec.js","",""
"","11831","Rejected leave","chromium","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","13350","Widget visibility","firefox","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","29153","checking who are shortlisted","webkit","2026-05-29","passed","2026-05-29","Candidates Tests","Recruitment/candidates.spec.js","",""
"","16232","Edit Claim","chromium","2026-05-29","passed","2026-05-29","Expenses claim Tests","Expenses claim/claim.spec.js","",""
"","23685","Quick Launch - Timesheets","chromium","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","11521","Salary","firefox","2026-05-29","passed","2026-05-29","profile Tests","Profile/myinfo.spec.js","",""
"","25002","Search employee with empty data","firefox","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","25303","Verify employee table visible","chromium","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","19420","Add user","chromium","2026-05-29","passed","2026-05-29","Admin Tests","Admin/admin.spec.js","",""
"","20206","Work Shifts","webkit","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/job.spec.js","",""
"","7392","View Profile","chromium","2026-05-29","passed","2026-05-29","profile Tests","Profile/profile.spec.js","",""
"","12324","Verify search button visible","webkit","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","28004","project reports with time check","chromium","2026-05-29","passed","2026-05-29","Time Tests","Time/Reports.spec.js","",""
"","11783","project reports with time check","webkit","2026-05-29","passed","2026-05-29","Time Tests","Time/Reports.spec.js","",""
"","12553","entitlements","chromium","2026-05-29","passed","2026-05-29","Leave List Tests","Leave/Entitlement.spec.js","",""
"","11363","to edit the timesheet","webkit","2026-05-29","passed","2026-05-29","Time Tests","Time/timesheet.spec.js","",""
"","9321","Dependents","chromium","2026-05-29","passed","2026-05-29","profile Tests","Profile/myinfo.spec.js","",""
"","26720","Checking the name of the hiring manager","chromium","2026-05-29","passed","2026-05-29","Vacancies Tests","Recruitment/Vacancies.spec.js","",""
"","20576","Verify Cancel button returns to PIM page","chromium","2026-05-29","passed","2026-05-29","PIM - Employee Validation Tests","PIM/employeevalidation.spec.js","",""
"","25267","licences of employee","firefox","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/adminfunc.spec.js","",""
"","11217","Verify Employee Name field visible","chromium","2026-05-29","passed","2026-05-29","Leave List Tests","Leave/leavelist.spec.js","",""
"","5429","Prevent access to dashboard without login","chromium","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","12866","leave types check","firefox","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","29076","Employee Distribution by Location","firefox","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","25072","Help menu - Employee User Guide","firefox","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","18739","Search employee using partial name","firefox","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","5605","Login with empty password","webkit","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","21470","Pay Grades","firefox","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/job.spec.js","",""
"","30089","checking the candidate who is IT manager","firefox","2026-05-29","broken","2026-05-29","Candidates Tests","Recruitment/candidates.spec.js","",""
"","10511","Apply Leave","chromium","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","10574","Employee Claims","chromium","2026-05-29","passed","2026-05-29","Expenses claim Tests","Expenses claim/claim.spec.js","",""
"","6831","View Support","chromium","2026-05-29","passed","2026-05-29","profile Tests","Profile/profile.spec.js","",""
"","27335","checking the candidate who is IT manager","webkit","2026-05-29","passed","2026-05-29","Candidates Tests","Recruitment/candidates.spec.js","",""
"","29993","Verify Cancel button navigates back","firefox","2026-05-29","passed","2026-05-29","PIM - Add Employee","PIM/addEmployee.spec.js","",""
"","13904","Verify Time tab","firefox","2026-05-29","passed","2026-05-29","Time Tests","Time/timesheet.spec.js","",""
"","8564","Emergency Contacts","chromium","2026-05-29","passed","2026-05-29","profile Tests","Profile/myinfo.spec.js","",""
"","30028","Checking the status","firefox","2026-05-29","broken","2026-05-29","Vacancies Tests","Recruitment/Vacancies.spec.js","",""
"","13129","Widget visibility","webkit","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","17722","Configure Trackers","webkit","2026-05-29","passed","2026-05-29","Performance Tests","Perfomance/Performance.spec.js","",""
"","8387","Login with valid credentials","chromium","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","16858","Help menu - AWS Guide","firefox","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","15885","Verify Reset button visible","webkit","2026-05-29","passed","2026-05-29","Leave List Tests","Leave/leavelist.spec.js","",""
"","16491","Quick Launch - Timesheets","webkit","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","3933","Login with empty fields","chromium","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","16389","Login and Logout flow","firefox","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","19763","Add user","firefox","2026-05-29","passed","2026-05-29","Admin Tests","Admin/admin.spec.js","",""
"","20557","Configure Performance","chromium","2026-05-29","passed","2026-05-29","Performance Tests","Perfomance/Performance.spec.js","",""
"","18453","Help menu - FAQs","chromium","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","16949","Rejected leave","webkit","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","18313","Employment Status","firefox","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/job.spec.js","",""
"","3831","Login with empty username","chromium","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","15451","View Support","webkit","2026-05-29","passed","2026-05-29","profile Tests","Profile/profile.spec.js","",""
"","24979","Employee Distribution by Location","webkit","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","18630","Verify Cancel button returns to PIM page","firefox","2026-05-29","passed","2026-05-29","PIM - Employee Validation Tests","PIM/employeevalidation.spec.js","",""
"","11982","leave period check","firefox","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","11543","Verify Reset button visible","firefox","2026-05-29","passed","2026-05-29","Leave List Tests","Leave/leavelist.spec.js","",""
"","18171","employee attendance record check","webkit","2026-05-29","passed","2026-05-29","Time Tests","Time/Attendancetime.spec.js","",""
"","24625","Add user","webkit","2026-05-29","passed","2026-05-29","Admin Tests","Admin/admin.spec.js","",""
"","23589","Change Password","webkit","2026-05-29","passed","2026-05-29","profile Tests","Profile/profile.spec.js","",""
"","16499","Verify Candidates tab","firefox","2026-05-29","passed","2026-05-29","Recruitment Tests","Recruitment/recruitment.spec.js","",""
"","14146","Open Apply Leave page","firefox","2026-05-29","passed","2026-05-29","Leave Module Tests","Leave/leave.spec.js","",""
"","21318","Search employee after navigation","chromium","2026-05-29","passed","2026-05-29","PIM - Employee Full Flow","PIM/employeeflow.spec.js","",""
"","17551","Verify employee list page opens","webkit","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","29519","Checking the role software engineer","firefox","2026-05-29","passed","2026-05-29","Vacancies Tests","Recruitment/Vacancies.spec.js","",""
"","21329","Verify employee list page opens","chromium","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","29100","Verify search button visible","chromium","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","20883","Employee Distribution by Location","chromium","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","17906","to know about work shifts","webkit","2026-05-29","passed","2026-05-29","Admin Tests","Admin/admin.spec.js","",""
"","27970","Open Admin module","webkit","2026-05-29","passed","2026-05-29","Admin Tests","Admin/admin.spec.js","",""
"","18574","Work Shifts","firefox","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/job.spec.js","",""
"","28872","Search employee using partial name","chromium","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","6957","Login with invalid password","webkit","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","28980","Verify Vacancies tab","webkit","2026-05-29","passed","2026-05-29","Recruitment Tests","Recruitment/recruitment.spec.js","",""
"","29672","Add employee with only first name (negative case)","firefox","2026-05-29","passed","2026-05-29","PIM - Add Employee","PIM/addEmployee.spec.js","",""
"","13473","holiday check","webkit","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","23743","customers project info with time check","firefox","2026-05-29","passed","2026-05-29","Time Tests","Time/projectinfo.spec.js","",""
"","26230","membership","webkit","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/adminfunc.spec.js","",""
"","24882","attendance summary with time check","chromium","2026-05-29","passed","2026-05-29","Time Tests","Time/Reports.spec.js","",""
"","20149","Role-based dashboard check","firefox","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","19971","Employee Trackers","webkit","2026-05-29","passed","2026-05-29","Performance Tests","Perfomance/Performance.spec.js","",""
"","15133","Open Admin module","firefox","2026-05-29","passed","2026-05-29","Admin Tests","Admin/admin.spec.js","",""
"","13642","workweeks check","firefox","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","27254","Help menu - FAQs","webkit","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","12158","Verify Leave Type dropdown visible","chromium","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","22849","membership","firefox","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/adminfunc.spec.js","",""
"","17654","Role-based dashboard check","chromium","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","12298","Submit Claim","webkit","2026-05-29","passed","2026-05-29","Expenses claim Tests","Expenses claim/claim.spec.js","",""
"","10195","my entitlements","chromium","2026-05-29","passed","2026-05-29","Leave List Tests","Leave/Entitlement.spec.js","",""
"","19401","configuration with time check","chromium","2026-05-29","passed","2026-05-29","Time Tests","Time/Attendancetime.spec.js","",""
"","25909","to edit the timesheet","chromium","2026-05-29","passed","2026-05-29","Time Tests","Time/timesheet.spec.js","",""
"","12264","Open Apply Leave page","chromium","2026-05-29","passed","2026-05-29","Leave Module Tests","Leave/leave.spec.js","",""
"","18884","Open Nationalities page","webkit","2026-05-29","passed","2026-05-29","Admin Tests","Admin/admin.spec.js","",""
"","24781","add button","chromium","2026-05-29","passed","2026-05-29","Vacancies Tests","Recruitment/Vacancies.spec.js","",""
"","30058","Tax Exemptions","webkit","2026-05-29","broken","2026-05-29","profile Tests","Profile/myinfo.spec.js","",""
"","30091","Add employee with only first name (negative case)","webkit","2026-05-29","broken","2026-05-29","PIM - Add Employee","PIM/addEmployee.spec.js","",""
"","28621","Salary","webkit","2026-05-29","passed","2026-05-29","profile Tests","Profile/myinfo.spec.js","",""
"","19729","Add employee with only first name (negative case)","chromium","2026-05-29","passed","2026-05-29","PIM - Add Employee","PIM/addEmployee.spec.js","",""
"","4103","Verify login page UI elements","firefox","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","28582","Job Titles","webkit","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/job.spec.js","",""
"","10756","Logout Functionality","firefox","2026-05-29","passed","2026-05-29","OrangeHRM Logout Module","Authentication/logout.spec.js","",""
"","12107","Verify Cancel button navigates back","chromium","2026-05-29","passed","2026-05-29","PIM - Add Employee","PIM/addEmployee.spec.js","",""
"","17403","project info with time check","firefox","2026-05-29","passed","2026-05-29","Time Tests","Time/projectinfo.spec.js","",""
"","24158","Help menu- Admin User Guide","webkit","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","15221","My Claims","firefox","2026-05-29","passed","2026-05-29","Expenses claim Tests","Expenses claim/claim.spec.js","",""
"","10063","Change Password","chromium","2026-05-29","passed","2026-05-29","profile Tests","Profile/profile.spec.js","",""
"","4580","Login with empty username","firefox","2026-05-29","passed","2026-05-29","OrangeHRM Authentication","Authentication/login.spec.js","",""
"","19034","Search employee by name","webkit","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","25885","to validate the timesheet","chromium","2026-05-29","passed","2026-05-29","Time Tests","Time/timesheet.spec.js","",""
"","27861","configuration with time check","firefox","2026-05-29","passed","2026-05-29","Time Tests","Time/Attendancetime.spec.js","",""
"","19016","project reports with time check","firefox","2026-05-29","passed","2026-05-29","Time Tests","Time/Reports.spec.js","",""
"","19152","Verify employee search field visible","chromium","2026-05-29","passed","2026-05-29","PIM - Employee Search","PIM/employeesearch.spec.js","",""
"","23108","Quick Launch - Leave List","webkit","2026-05-29","passed","2026-05-29","Dashboard Module Tests","Dashboard/dashboard.spec.js","",""
"","30096","Verify Add Employee page loads correctly","chromium","2026-05-29","broken","2026-05-29","PIM - Employee Validation Tests","PIM/employeevalidation.spec.js","",""
"","13799","holiday check","firefox","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","13864","Approved leave","chromium","2026-05-29","passed","2026-05-29","Apply Leave Tests","Leave/applyleave.spec.js","",""
"","30012","checking the candidate who applied in online mode","webkit","2026-05-29","broken","2026-05-29","Candidates Tests","Recruitment/candidates.spec.js","",""
"","11850","Submit Claim","firefox","2026-05-29","passed","2026-05-29","Expenses claim Tests","Expenses claim/claim.spec.js","",""
"","15633","Corporate Branding","webkit","2026-05-29","passed","2026-05-29","Admin functionality Tests","Admin/adminfunc.spec.js","",""
"","9833","Logout Functionality","webkit","2026-05-29","passed","2026-05-29","OrangeHRM Logout Module","Authentication/logout.spec.js","",""
"","13681","Employee Claims","webkit","2026-05-29","passed","2026-05-29","Expenses claim Tests","Expenses claim/claim.spec.js","",""
"","7639","to view the timesheet","firefox","2026-05-29","passed","2026-05-29","Time Tests","Time/timesheet.spec.js","",""
"","21147","Add employee successfully","chromium","2026-05-29","passed","2026-05-29","PIM - Add Employee","PIM/addEmployee.spec.js","",""
"","30019","checking the candidate who applied in offline mode","firefox","2026-05-29","broken","2026-05-29","Candidates Tests","Recruitment/candidates.spec.js","",""
"","11717","View Profile","firefox","2026-05-29","passed","2026-05-29","profile Tests","Profile/profile.spec.js","",""
"","11533","Assign Claim","chromium","2026-05-29","passed","2026-05-29","Expenses claim Tests","Expenses claim/claim.spec.js","",""
"","22838","to edit the timesheet","firefox","2026-05-29","passed","2026-05-29","Time Tests","Time/timesheet.spec.js","",""
"","30019","checking the candidate who applied in online mode","firefox","2026-05-29","broken","2026-05-29","Candidates Tests","Recruitment/candidates.spec.js","",""
"","17299","My Records with time check","chromium","2026-05-29","passed","2026-05-29","Time Tests","Time/Attendancetime.spec.js","",""
